measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,China,Both,All ages,Depressive disorders,Rate,2021,3991.25477903517,4526.441713391189,3606.6879310209297
Prevalence,Democratic People's Republic of Korea,Both,All ages,Schizophrenia,Rate,2020,373.79455164416,455.25338157254,296.29071223686
Prevalence,Democratic People's Republic of Korea,Both,All ages,Schizophrenia,Rate,2021,376.33812174347,462.23634218131997,297.60676417904
Prevalence,China,Both,All ages,Mental disorders,Rate,2020,12800.95744490343,14079.14784437549,11772.05038095492
Prevalence,China,Both,All ages,Mental disorders,Rate,2021,12749.730715659249,14078.5472474767,11730.47109372975
Prevalence,Lao People's Democratic Republic,Both,All ages,Anxiety disorders,Rate,2020,2132.0033051289497,2729.09917862032,1662.3727603535299
Prevalence,Lao People's Democratic Republic,Both,All ages,Anxiety disorders,Rate,2021,2278.9672972899198,2963.45032624319,1749.3363126458003
Prevalence,Papua New Guinea,Both,All ages,Eating disorders,Rate,2020,133.75272731002,186.3299031116,102.65798946546
Prevalence,Papua New Guinea,Both,All ages,Eating disorders,Rate,2021,132.44707792847,182.75076802005,101.59964131286
Prevalence,Taiwan,Both,All ages,Mental disorders,Rate,2020,10921.69476843679,11999.61689634481,10000.690594824311
Prevalence,Taiwan,Both,All ages,Mental disorders,Rate,2021,10892.26125280244,11985.21338805029,9994.88786888426
Prevalence,Micronesia (Federated States of),Both,All ages,Depressive disorders,Rate,2020,3020.51359558745,4147.71957774792,2194.260227122
Prevalence,Micronesia (Federated States of),Both,All ages,Depressive disorders,Rate,2021,3156.44982534933,4297.99146648852,2291.6577138863
Prevalence,Samoa,Both,All ages,Depressive disorders,Rate,2020,2642.75701658876,3619.2435388295703,1928.01187016224
Prevalence,Samoa,Both,All ages,Depressive disorders,Rate,2021,2746.80634988985,3743.42654829994,1995.79554020357
Prevalence,Philippines,Both,All ages,Eating disorders,Rate,2020,161.19584233339998,215.96401493656998,122.63443827607
Prevalence,Philippines,Both,All ages,Eating disorders,Rate,2021,162.99375691951,218.36349096305997,123.90305186549
Prevalence,Fiji,Both,All ages,Depressive disorders,Rate,2020,2767.2325280758,3778.0565999701603,2026.7432988389799
Prevalence,Fiji,Both,All ages,Depressive disorders,Rate,2021,2902.4830640833597,3950.2391519288103,2114.4916695909897
Prevalence,Cambodia,Both,All ages,Eating disorders,Rate,2020,130.89052521716,178.48052691363,100.99434178601
Prevalence,Cambodia,Both,All ages,Eating disorders,Rate,2021,131.62304532094,177.13914646196,101.19147145836
Prevalence,Taiwan,Both,All ages,Anxiety disorders,Rate,2020,3546.44713026548,4388.07674422593,2830.3285227015604
Prevalence,Taiwan,Both,All ages,Anxiety disorders,Rate,2021,3490.5137144125,4361.19450531598,2744.44867943964
Prevalence,Taiwan,Both,All ages,Eating disorders,Rate,2020,301.66152899012,403.62651505195004,236.60517965776
Prevalence,Taiwan,Both,All ages,Eating disorders,Rate,2021,301.00213692994,403.86367643822996,233.31036984924003
Prevalence,Thailand,Both,All ages,Mental disorders,Rate,2020,9562.01872908715,10564.13163135225,8717.34602484749
Prevalence,Thailand,Both,All ages,Mental disorders,Rate,2021,9903.32251102545,10965.216626351661,9043.96065467657
Prevalence,Indonesia,Both,All ages,Eating disorders,Rate,2020,174.96305379949,233.85477449352,135.81651115456
Prevalence,Indonesia,Both,All ages,Eating disorders,Rate,2021,176.13662381249,235.58881636401003,136.85126373133
Prevalence,Tajikistan,Both,All ages,Depressive disorders,Rate,2020,3072.5408687547197,3873.08763894458,2476.78913512939
Prevalence,Tajikistan,Both,All ages,Depressive disorders,Rate,2021,3131.7404186921904,3909.79806695483,2512.22349349095
Prevalence,Mongolia,Both,All ages,Depressive disorders,Rate,2020,2926.61594678751,3665.96296514181,2377.67569417698
Prevalence,Mongolia,Both,All ages,Depressive disorders,Rate,2021,3058.3449859928,3812.69554119329,2467.84586649173
Prevalence,Marshall Islands,Both,All ages,Depressive disorders,Rate,2020,2861.57101416872,3935.44927080135,2071.11586374439
Prevalence,Marshall Islands,Both,All ages,Depressive disorders,Rate,2021,3000.91884110903,4105.28527452875,2170.1956148630097
Prevalence,Philippines,Both,All ages,Schizophrenia,Rate,2020,297.04876032037,348.01295218859997,250.46590424826002
Prevalence,Philippines,Both,All ages,Schizophrenia,Rate,2021,300.08770281781,351.47944196655004,252.9026730702
Prevalence,China,Both,All ages,Anxiety disorders,Rate,2020,3741.4492368825104,4833.41168198006,2957.66799475084
Prevalence,China,Both,All ages,Anxiety disorders,Rate,2021,3648.79726018425,4771.62923816535,2853.62791934477
Prevalence,Lao People's Democratic Republic,Both,All ages,Eating disorders,Rate,2020,152.10862879088,207.07483532768,115.38031217826999
Prevalence,Lao People's Democratic Republic,Both,All ages,Eating disorders,Rate,2021,153.35149256731,205.96552554374998,116.99942265325
Prevalence,Lao People's Democratic Republic,Both,All ages,Schizophrenia,Rate,2020,278.20166176506,347.06383190911004,213.12762863531998
Prevalence,Lao People's Democratic Republic,Both,All ages,Schizophrenia,Rate,2021,281.09478980358,348.62729454246,215.93628093224999
Prevalence,Viet Nam,Both,All ages,Eating disorders,Rate,2020,142.28069775922,186.93771111127998,109.87943099257001
Prevalence,Viet Nam,Both,All ages,Eating disorders,Rate,2021,143.44831458801,187.63701109077,110.02649545902
Prevalence,Maldives,Both,All ages,Schizophrenia,Rate,2020,375.45655260801,473.13581959558996,287.07188023459
Prevalence,Maldives,Both,All ages,Schizophrenia,Rate,2021,380.91538407293,478.16600686832,295.57153295859996
Prevalence,Sri Lanka,Both,All ages,Eating disorders,Rate,2020,164.35053155701,218.93070190086,127.74363209766
Prevalence,Sri Lanka,Both,All ages,Eating disorders,Rate,2021,164.93822741488,218.624117516,126.19781228633
Prevalence,Kiribati,Both,All ages,Depressive disorders,Rate,2020,3355.9372535997204,4662.94554060274,2416.96692385928
Prevalence,Kiribati,Both,All ages,Depressive disorders,Rate,2021,3487.37771790922,4779.83955299061,2495.89322928895
Prevalence,Papua New Guinea,Both,All ages,Conduct disorder,Rate,2020,566.02600768528,722.33759138537,412.3189976077
Prevalence,Papua New Guinea,Both,All ages,Conduct disorder,Rate,2021,566.1797077124701,723.09455947446,412.20860005146
Prevalence,Malaysia,Both,All ages,Schizophrenia,Rate,2020,346.0509733642,429.30095676511,271.15691020065003
Prevalence,Malaysia,Both,All ages,Schizophrenia,Rate,2021,349.25532803935,433.4429886635,271.72639808808
Prevalence,Fiji,Both,All ages,Anxiety disorders,Rate,2020,3928.80445560719,5513.71038161646,2995.56108810809
Prevalence,Fiji,Both,All ages,Anxiety disorders,Rate,2021,4206.19623584074,6013.97595962996,3174.7979867074996
Prevalence,Cambodia,Both,All ages,Mental disorders,Rate,2020,9965.97303751754,11052.3859829814,8974.325495954421
Prevalence,Cambodia,Both,All ages,Mental disorders,Rate,2021,10336.67636286043,11520.52744124597,9374.86626341698
Prevalence,Tonga,Both,All ages,Depressive disorders,Rate,2020,3531.94779168505,5536.00612492665,2168.10166546136
Prevalence,Tonga,Both,All ages,Depressive disorders,Rate,2021,3468.4705650729,5413.01823693815,2118.8576106814903
Prevalence,Micronesia (Federated States of),Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2020,973.1976529250101,1361.97134818512,673.53658371343
Prevalence,Micronesia (Federated States of),Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2021,966.21293524599,1352.3803387065,668.78636302936
Prevalence,Myanmar,Both,All ages,Schizophrenia,Rate,2020,290.60823443065,363.67454282535004,224.63172482304998
Prevalence,Myanmar,Both,All ages,Schizophrenia,Rate,2021,291.37957796904004,364.46527431785995,229.53107594705
Prevalence,China,Both,All ages,Eating disorders,Rate,2020,134.43793858323,181.18756058797,103.10310897787001
Prevalence,China,Both,All ages,Eating disorders,Rate,2021,134.62521863158,181.56340997600998,103.75901158597
Prevalence,Democratic People's Republic of Korea,Both,All ages,Eating disorders,Rate,2020,106.71355643791999,146.69023015431,81.22779302434999
Prevalence,Democratic People's Republic of Korea,Both,All ages,Eating disorders,Rate,2021,105.96014449446,143.42948243133998,81.37144909987
Prevalence,Timor-Leste,Both,All ages,Depressive disorders,Rate,2020,2311.5624506261997,2936.92815816158,1844.59850113366
Prevalence,Timor-Leste,Both,All ages,Depressive disorders,Rate,2021,2437.62265593833,3075.21043110418,1927.91919083402
Prevalence,Lao People's Democratic Republic,Both,All ages,Mental disorders,Rate,2020,8803.23809555036,9862.24853486026,7872.94814587022
Prevalence,Lao People's Democratic Republic,Both,All ages,Mental disorders,Rate,2021,9065.426673597509,10158.647064456549,8135.04897531641
Prevalence,Thailand,Both,All ages,Eating disorders,Rate,2020,159.34820702484,210.73583943724,125.02207483629002
Prevalence,Thailand,Both,All ages,Eating disorders,Rate,2021,158.21143935365998,206.3351953966,124.80886489853
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Rate,2020,11950.09535805498,13270.76620324334,10867.94550517469
Prevalence,Democratic People's Republic of Korea,Both,All ages,Mental disorders,Rate,2021,11819.95797209783,13138.33480825596,10728.09884560754
Prevalence,Taiwan,Both,All ages,Conduct disorder,Rate,2020,216.08365193826,282.54874679745,158.39837142128
Prevalence,Taiwan,Both,All ages,Conduct disorder,Rate,2021,211.91378001016997,276.59359091551,155.76859030622
Prevalence,Sri Lanka,Both,All ages,Conduct disorder,Rate,2020,372.9192542,494.46516908760003,270.82004435798996
Prevalence,Sri Lanka,Both,All ages,Conduct disorder,Rate,2021,370.13567896851004,490.70754459593,268.83089862457996
Prevalence,Vanuatu,Both,All ages,Depressive disorders,Rate,2020,2761.98390418061,3833.9579939184096,1998.0257988212
Prevalence,Vanuatu,Both,All ages,Depressive disorders,Rate,2021,2810.29847441947,3846.2041748040097,2029.35861313389
Prevalence,Indonesia,Both,All ages,Schizophrenia,Rate,2020,336.09278598527,395.97758509380003,283.64439198363
Prevalence,Indonesia,Both,All ages,Schizophrenia,Rate,2021,338.59798050297,398.42489923736997,286.47518402026
Prevalence,Indonesia,Both,All ages,Mental disorders,Rate,2020,9271.02362074335,10270.16915014571,8377.72087203165
Prevalence,Indonesia,Both,All ages,Mental disorders,Rate,2021,9482.83933256347,10487.05266890374,8559.64958236726
Prevalence,Cambodia,Both,All ages,Conduct disorder,Rate,2020,439.89040683252,583.55013829501,319.23751811028
Prevalence,Cambodia,Both,All ages,Conduct disorder,Rate,2021,435.50669306667004,577.72952437861,316.04724816344
Prevalence,Indonesia,Both,All ages,Conduct disorder,Rate,2020,428.73934350852,558.82078323159,312.94750221711
Prevalence,Indonesia,Both,All ages,Conduct disorder,Rate,2021,422.38819713962,550.43899702149,308.34511546251997
Prevalence,Solomon Islands,Both,All ages,Depressive disorders,Rate,2020,2893.02365205921,4008.4074691106102,2082.35344340762
Prevalence,Solomon Islands,Both,All ages,Depressive disorders,Rate,2021,3264.55190059511,4493.12974601908,2333.7366575216697
Prevalence,Papua New Guinea,Both,All ages,Other mental disorders,Rate,2020,1213.98135739391,1543.98375385238,940.98863927664
Prevalence,Papua New Guinea,Both,All ages,Other mental disorders,Rate,2021,1216.81715451234,1547.6690341332,943.1665812978499
Prevalence,Philippines,Both,All ages,Conduct disorder,Rate,2020,548.18500876033,714.49181913857,394.97363917609005
Prevalence,Philippines,Both,All ages,Conduct disorder,Rate,2021,547.22956005933,713.90452732539,394.17713015338
Prevalence,Viet Nam,Both,All ages,Conduct disorder,Rate,2020,326.69395328066,423.22172891104,233.84539300313
Prevalence,Viet Nam,Both,All ages,Conduct disorder,Rate,2021,330.310157612,427.93027389503993,236.36806476383
Prevalence,Democratic People's Republic of Korea,Both,All ages,Conduct disorder,Rate,2020,328.34636353568,424.0947903785,236.50706097638002
Prevalence,Democratic People's Republic of Korea,Both,All ages,Conduct disorder,Rate,2021,323.57596380417,417.9668236009,233.04962620148
Prevalence,Democratic People's Republic of Korea,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2020,1091.48865816284,1522.13856120536,780.27576430337
Prevalence,Democratic People's Republic of Korea,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2021,1082.0793107605,1507.83047074195,773.66690766292
Prevalence,Philippines,Both,All ages,Mental disorders,Rate,2020,9353.75818414324,10274.48920169234,8472.640920861011
Prevalence,Philippines,Both,All ages,Mental disorders,Rate,2021,9730.88024528154,10683.003460126482,8807.39390542053
Prevalence,Myanmar,Both,All ages,Anxiety disorders,Rate,2020,2413.0658960637497,2871.82284932414,1915.67803873415
Prevalence,Myanmar,Both,All ages,Anxiety disorders,Rate,2021,2577.68878522363,3105.5460264714,2017.3679113057601
Prevalence,Sri Lanka,Both,All ages,Other mental disorders,Rate,2020,1660.5877544271602,2071.40841693731,1306.00292528344
Prevalence,Sri Lanka,Both,All ages,Other mental disorders,Rate,2021,1672.48952156671,2085.73353049274,1316.69903203962
Prevalence,China,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2020,1505.9040751888201,2052.53938677933,1080.6677676699
Prevalence,China,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2021,1510.33013410223,2053.68134026884,1090.1508282513
Prevalence,Maldives,Both,All ages,Anxiety disorders,Rate,2020,2102.66202437128,2597.65700493635,1708.84007986778
Prevalence,Maldives,Both,All ages,Anxiety disorders,Rate,2021,2250.88373750255,2818.8859965547,1812.5603915324098
Prevalence,Cambodia,Both,All ages,Schizophrenia,Rate,2020,286.78089802479997,361.18913998853003,223.30941982355003
Prevalence,Cambodia,Both,All ages,Schizophrenia,Rate,2021,289.20986249774,360.73930756283,224.7896575656
Prevalence,Viet Nam,Both,All ages,Anxiety disorders,Rate,2020,1879.1984323822198,2276.43845811099,1487.74426681138
Prevalence,Viet Nam,Both,All ages,Anxiety disorders,Rate,2021,2047.74667300991,2482.60417383658,1598.8444940368897
Prevalence,Taiwan,Both,All ages,Other mental disorders,Rate,2020,2047.4265146020803,2546.7588442773003,1620.45204187827
Prevalence,Taiwan,Both,All ages,Other mental disorders,Rate,2021,2063.35986425811,2566.94478312317,1635.44371390342
Prevalence,Kyrgyzstan,Both,All ages,Depressive disorders,Rate,2020,3208.9614478473,4040.52541187829,2595.14876159088
Prevalence,Kyrgyzstan,Both,All ages,Depressive disorders,Rate,2021,3465.94463730988,4344.95306432049,2775.6214044824
Prevalence,Armenia,Both,All ages,Depressive disorders,Rate,2020,4343.39239521129,5492.79818989847,3529.81246967233
Prevalence,Armenia,Both,All ages,Depressive disorders,Rate,2021,4260.30032541718,5327.65151088522,3438.2760582302303
Prevalence,Malaysia,Both,All ages,Mental disorders,Rate,2020,9803.56140539714,10760.14035790679,9004.35234457716
Prevalence,Malaysia,Both,All ages,Mental disorders,Rate,2021,10594.98175350197,11652.61217581938,9708.83794730629
Prevalence,Viet Nam,Both,All ages,Other mental disorders,Rate,2020,1645.95333537369,2058.69779243699,1285.23882934073
Prevalence,Viet Nam,Both,All ages,Other mental disorders,Rate,2021,1655.08692664081,2067.20377048962,1293.53405726133
Prevalence,Kazakhstan,Both,All ages,Depressive disorders,Rate,2020,2835.41701376268,3497.90439048099,2313.06491371257
Prevalence,Kazakhstan,Both,All ages,Depressive disorders,Rate,2021,3039.39606189167,3747.04183438603,2477.54819843173
Prevalence,Marshall Islands,Both,All ages,Bipolar disorder,Rate,2020,339.578597856,440.42155360079994,266.79656607156
Prevalence,Marshall Islands,Both,All ages,Bipolar disorder,Rate,2021,343.35059209427,444.7778036415,269.85704700165996
Prevalence,Fiji,Both,All ages,Eating disorders,Rate,2020,179.41223145797,241.29158005727,138.60819522355
Prevalence,Fiji,Both,All ages,Eating disorders,Rate,2021,179.65069830806002,243.94247229642002,138.02945275801
Prevalence,Fiji,Both,All ages,Bipolar disorder,Rate,2020,382.11094807244,489.37304127823,299.71769138575
Prevalence,Fiji,Both,All ages,Bipolar disorder,Rate,2021,382.45472048308,489.44472108665997,299.91672868919
Prevalence,Taiwan,Both,All ages,Schizophrenia,Rate,2020,444.09034567118,533.01787978585,358.33196832961
Prevalence,Taiwan,Both,All ages,Schizophrenia,Rate,2021,446.76014741778005,537.99239274162,359.58787905433
Prevalence,Lao People's Democratic Republic,Both,All ages,Conduct disorder,Rate,2020,453.32726124552,601.10116164498,329.42058112733
Prevalence,Lao People's Democratic Republic,Both,All ages,Conduct disorder,Rate,2021,447.64963410631,593.62171713091,325.2785578774
Prevalence,Sri Lanka,Both,All ages,Mental disorders,Rate,2020,9784.77574399033,10849.48989589371,8960.80934253658
Prevalence,Sri Lanka,Both,All ages,Mental disorders,Rate,2021,10235.611611878789,11299.84242288358,9378.59685678414
Prevalence,Marshall Islands,Both,All ages,Anxiety disorders,Rate,2020,4024.92639283756,5843.22238338201,2975.5862144900902
Prevalence,Marshall Islands,Both,All ages,Anxiety disorders,Rate,2021,4220.24838320769,6208.08334615522,3090.14730563669
Prevalence,China,Both,All ages,Conduct disorder,Rate,2020,308.73596479791,390.29878918661,222.92798390002
Prevalence,China,Both,All ages,Conduct disorder,Rate,2021,314.86237775985,397.78061625578,227.44155769933997
Prevalence,Malaysia,Both,All ages,Anxiety disorders,Rate,2020,1904.13526093671,2276.97183278794,1528.0048306603599
Prevalence,Malaysia,Both,All ages,Anxiety disorders,Rate,2021,2140.95372692528,2595.91350840926,1691.07230821029
Prevalence,Philippines,Both,All ages,Other mental disorders,Rate,2020,1301.82375165017,1628.40477066881,1027.60736572053
Prevalence,Philippines,Both,All ages,Other mental disorders,Rate,2021,1313.9477319879102,1644.0375567646201,1037.22522026925
Prevalence,Thailand,Both,All ages,Conduct disorder,Rate,2020,262.32551946851004,347.59617475411,190.71259888215
Prevalence,Thailand,Both,All ages,Conduct disorder,Rate,2021,257.28859906325,340.90837684411,187.04082111303
Prevalence,Maldives,Both,All ages,Mental disorders,Rate,2020,9365.96447127386,10337.55208803752,8538.182832570761
Prevalence,Maldives,Both,All ages,Mental disorders,Rate,2021,9610.41244348199,10675.06606765453,8756.33117289948
Prevalence,Samoa,Both,All ages,Eating disorders,Rate,2020,138.9317939304,188.3471863635,107.41415984104
Prevalence,Samoa,Both,All ages,Eating disorders,Rate,2021,138.15978146243,189.65439699682,107.34248926154
Prevalence,Sri Lanka,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2020,1451.91781387038,1881.20741128672,1085.8590209638899
Prevalence,Sri Lanka,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2021,1444.29044162879,1870.8484521964,1079.44927866444
Prevalence,Indonesia,Both,All ages,Other mental disorders,Rate,2020,1502.51698228833,1894.92804752422,1185.9095955556002
Prevalence,Indonesia,Both,All ages,Other mental disorders,Rate,2021,1516.58048146074,1913.39234970186,1197.22017778908
Prevalence,Micronesia (Federated States of),Both,All ages,Eating disorders,Rate,2020,134.60916819476,184.6444510284,102.97519843413001
Prevalence,Micronesia (Federated States of),Both,All ages,Eating disorders,Rate,2021,134.7985023378,186.93052701138,101.99233554934
Prevalence,Thailand,Both,All ages,Bipolar disorder,Rate,2020,350.24463125044,438.67956936774,283.31237049733
Prevalence,Thailand,Both,All ages,Bipolar disorder,Rate,2021,351.62210389397,440.38186137729,284.91680671573
Prevalence,Thailand,Both,All ages,Anxiety disorders,Rate,2020,2045.50321280196,2540.52306343493,1610.68429677362
Prevalence,Thailand,Both,All ages,Anxiety disorders,Rate,2021,2267.6269721795,2841.22137546655,1762.91684569447
Prevalence,Myanmar,Both,All ages,Mental disorders,Rate,2020,9560.79298402068,10553.98620117654,8676.689298323
Prevalence,Myanmar,Both,All ages,Mental disorders,Rate,2021,9788.02026591298,10839.065875090351,8932.51296067269
Prevalence,Marshall Islands,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2020,1014.2501538095099,1415.63192616081,700.90391804569
Prevalence,Marshall Islands,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2021,1005.8797670233,1404.9968911326,695.2027176806
Prevalence,Tajikistan,Both,All ages,Eating disorders,Rate,2020,142.19229694097,193.54852743071,108.73974852744
Prevalence,Tajikistan,Both,All ages,Eating disorders,Rate,2021,143.24866953398,196.27317780013001,110.28755267714
Prevalence,Cambodia,Both,All ages,Other mental disorders,Rate,2020,1421.3983619488001,1795.7337314499298,1105.7369873759799
Prevalence,Cambodia,Both,All ages,Other mental disorders,Rate,2021,1434.94965016154,1811.05123275793,1117.66020517012
Prevalence,Democratic People's Republic of Korea,Both,All ages,Other mental disorders,Rate,2020,1780.0098281007902,2221.87516729714,1393.3125477918
Prevalence,Democratic People's Republic of Korea,Both,All ages,Other mental disorders,Rate,2021,1793.6370816236,2238.47248128317,1404.50661653331
Prevalence,Kiribati,Both,All ages,Anxiety disorders,Rate,2020,3967.0634462072503,5661.66305408886,2940.15284512299
Prevalence,Kiribati,Both,All ages,Anxiety disorders,Rate,2021,4171.252733818101,6043.10994478691,3055.39153132521
Prevalence,Fiji,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2020,896.9620062280101,1252.91928866228,618.67731898739
Prevalence,Fiji,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2021,898.36045392806,1254.56524368991,619.68479668438
Prevalence,Kiribati,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2020,973.5630984793801,1361.3987779988902,673.9535165313999
Prevalence,Kiribati,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2021,973.01296710268,1360.63708266711,673.6731624584
Prevalence,Lao People's Democratic Republic,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2020,640.11960724646,912.08904368754,450.08219109982997
Prevalence,Lao People's Democratic Republic,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2021,635.7628727971601,904.84792454984,446.88202535705
Prevalence,Samoa,Both,All ages,Idiopathic developmental intellectual disability,Rate,2020,522.12725318702,1021.67982125144,215.20026644545
Prevalence,Samoa,Both,All ages,Idiopathic developmental intellectual disability,Rate,2021,520.73792144343,1046.92225777437,208.71638548135
Prevalence,Cambodia,Both,All ages,Anxiety disorders,Rate,2020,3133.6212410619605,3713.89395253944,2537.73762471012
Prevalence,Cambodia,Both,All ages,Anxiety disorders,Rate,2021,3399.1140109260796,4083.7843029124797,2715.44335688106
Prevalence,Viet Nam,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2020,264.35882198371,366.60592026596004,182.59774797801
Prevalence,Viet Nam,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2021,264.09134401110003,366.14858600386003,182.24137443633
Prevalence,Taiwan,Both,All ages,Bipolar disorder,Rate,2020,282.43126308387997,352.77179129779,224.36398701846002
Prevalence,Taiwan,Both,All ages,Bipolar disorder,Rate,2021,283.30948161832,353.24681162883,224.85705554126997
Prevalence,Thailand,Both,All ages,Other mental disorders,Rate,2020,1953.835076474,2434.87011571586,1542.99597984734
Prevalence,Thailand,Both,All ages,Other mental disorders,Rate,2021,1968.34747525893,2452.80460115057,1556.70210675522
Prevalence,Malaysia,Both,All ages,Depressive disorders,Rate,2020,3766.94511511457,4385.50800397899,3265.13923160881
Prevalence,Malaysia,Both,All ages,Depressive disorders,Rate,2021,4363.08701825837,5072.76054829659,3771.0308916596996
Prevalence,Cambodia,Both,All ages,Bipolar disorder,Rate,2020,304.10742655511,392.62420262072004,242.97106890108998
Prevalence,Cambodia,Both,All ages,Bipolar disorder,Rate,2021,305.65522161477,394.78636056384,244.22214572770002
Prevalence,Fiji,Both,All ages,Idiopathic developmental intellectual disability,Rate,2020,510.30020796570005,961.5658003668599,213.56774541239
Prevalence,Fiji,Both,All ages,Idiopathic developmental intellectual disability,Rate,2021,509.95182425443,961.4854650113001,211.50592257076997
Prevalence,Timor-Leste,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2020,690.8324340526,992.6608381112499,486.17214856276996
Prevalence,Timor-Leste,Both,All ages,Attention-deficit/hyperactivity disorder,Rate,2021,685.0644420684,985.25503884507,482.95928123793993
Prevalence,Mongolia,Both,All ages,Eating disorders,Rate,2020,194.64208571857,258.58012431168004,145.70526548041
Prevalence,Mongolia,Both,All ages,Eating disorders,Rate,2021,193.71996732741,257.64302788112,146.04311579699
Prevalence,Indonesia,Both,All ages,Bipolar disorder,Rate,2020,341.36447650849,398.93343502286,290.20972719685
Prevalence,Indonesia,Both,All ages,Bipolar disorder,Rate,2021,343.52451741913,401.35092862246,292.17762890833
Prevalence,Timor-Leste,Both,All ages,Bipolar disorder,Rate,2020,262.61103040278,339.85797525355,203.09580609435
Prevalence,Timor-Leste,Both,All ages,Bipolar disorder,Rate,2021,264.45134435087,341.84094054583,204.70696229652
Prevalence,Marshall Islands,Both,All ages,Autism spectrum disorders,Rate,2020,583.44174834245,998.67377192733,313.44306782334996
Prevalence,Marshall Islands,Both,All ages,Autism spectrum disorders,Rate,2021,585.9181194591799,1020.9048146873199,311.03683698214996
Prevalence,Philippines,Both,All ages,Anxiety disorders,Rate,2020,2516.39756552497,2992.2774506136,2034.3171402340502
Prevalence,Philippines,Both,All ages,Anxiety disorders,Rate,2021,2714.44693735564,3279.86450709467,2160.32449623076
Prevalence,Indonesia,Both,All ages,Anxiety disorders,Rate,2020,2588.3904818360297,3113.77139142545,2047.13103793388
